item_id,similar_id,score
21564,21833,0.1245
21564,22353,0.1243
21564,22381,0.1239
21564,21212,0.1225
21564,20750,0.1189
21564,71050,0.1187
22326,22328,0.5024
22326,22327,0.3971
22326,20726,0.3483
22326,21578,0.3363
22326,22329,0.3344
22326,20719,0.3242
22326,22554,0.3236
22326,22382,0.3007
22326,21731,0.2983
22326,21976,0.2877
22326,21559,0.2821
22326,22629,0.2805
22326,21542,0.2803
22326,22352,0.2785
22326,22556,0.2677
22326,22551,0.263
22326,21432,0.2539
22326,20712,0.2532
22326,20724,0.2526
22326,22631,0.2523
22353,21561,0.4402
22353,21559,0.4118
22353,21558,0.3949
22353,22352,0.378
22353,22326,0.2505
22353,20727,0.2362
22353,22384,0.2347
22353,22328,0.2274
22353,20725,0.2265
22353,22382,0.2231
22353,20726,0.215
22353,22329,0.2127
22353,20728,0.1999
22353,22383,0.1967
22353,22629,0.1902
22353,84997B,0.1886
22353,84997C,0.1882
22353,22367,0.1868
22353,22631,0.1838
22353,22138,0.1817
22414,22365,0.3293
22414,48185,0.2541
22414,48111,0.2219
22414,21523,0.2049
22414,48188,0.202
22414,22412,0.1977
22414,48187,0.1762
22414,48197,0.1756
22414,48138,0.1733
22414,48116,0.1716
22414,22366,0.1684
22414,20685,0.1573
22414,48194,0.1498
22414,21310,0.1459
22414,90182C,0.1459
22414,90212C,0.1459
22414,48184,0.1417
22414,48129,0.1386
22414,21181,0.1353
22414,21524,0.1324
22244,22245,0.554
22244,22243,0.3359
22244,22242,0.3163
22244,22212,0.2552
22244,22230,0.2214
22244,22231,0.2086
22244,22326,0.1673
22244,81952V,0.1485
22244,22467,0.147
22244,20914,0.1465
22244,22236,0.1456
22244,81950B,0.1429
22244,21578,0.1353
22244,85232B,0.1343
22244,22233,0.1302
22244,22328,0.1295
22244,22265,0.1278
22244,22249,0.1273
22244,47559B,0.1268
22244,20719,0.1262
21198,21199,0.3128
21198,21473,0.1628
21198,21369,0.1474
21198,84599,0.1474
21198,22165,0.1474
21198,47518F,0.1474
21198,75172,0.1474
21198,85180B,0.1319
21198,22281,0.1257
21198,72799A,0.1257
21198,21197,0.1257
21198,84741C,0.1251
21198,84761,0.1227
21198,90209B,0.1204
21198,21343,0.1204
21198,35609A,0.1204
21198,20847,0.1204
21198,85170B,0.1204
21198,84923,0.1204
21198,90037A,0.1204
21232,21231,0.6802
21232,22064,0.4187
21232,22055,0.3643
21232,22646,0.3542
21232,37448,0.3373
21232,22644,0.3226
21232,22649,0.3171
21232,37450,0.3047
21232,22059,0.3036
21232,22067,0.3033
21232,22063,0.2921
21232,85123A,0.2808
21232,37449,0.2805
21232,84991,0.2786
21232,37495,0.2758
21232,37503,0.2745
21232,22061,0.2728
21232,37447,0.2696
21232,37446,0.2675
21232,21843,0.2642
21137,22041,0.5112
21137,82001S,0.303
21137,22181,0.1237
21137,22045,0.1223
21137,22194,0.12
21137,22781,0.1091
21137,84966A,0.1091
21137,90152A,0.1091
21137,22029,0.1077
21137,21068,0.1059
21137,79323W,0.1029
21137,35004B,0.1013
21137,22109,0.0997
21137,79320,0.0994
21137,22726,0.0982
21137,22197,0.098
21137,35004C,0.0947
21137,85164B,0.091
21137,21967,0.091
21137,20666,0.0908
84992,84991,0.4696
84992,21975,0.4292
84992,21977,0.4229
84992,21212,0.4164
84992,22417,0.3571
84992,21213,0.3519
84992,21976,0.3432
84992,84988,0.3077
84992,21210,0.2833
84992,84378,0.2774
84992,21080,0.2716
84992,22196,0.2618
84992,84990,0.2465
84992,22195,0.2418
84992,21122,0.2389
84992,84987,0.2381
84992,20914,0.2375
84992,21985,0.2372
84992,21124,0.2241
84992,21078,0.2208
22204,22201,0.5827
22204,22202,0.356
22204,22203,0.3404
22204,22200,0.3219
22204,22199,0.2767
22204,44265,0.1622
22204,90152A,0.1622
22204,21564,0.154
22204,21539,0.1319
22204,84985A,0.1217
22204,20730,0.1185
22204,22353,0.1176
22204,79030G,0.1147
22204,90173,0.1147
22204,90152B,0.1147
22204,21537,0.1136
22204,22195,0.1116
22204,22326,0.1096
22204,21035,0.1094
22204,21240,0.107
22064,21232,0.4187
22064,21231,0.3734
22064,22067,0.3398
22064,37450,0.2646
22064,22059,0.2563
22064,37448,0.2456
22064,22644,0.2428
22064,22055,0.2387
22064,37447,0.2367
22064,84510B,0.2356
22064,22063,0.2354
22064,22065,0.2281
22064,22649,0.2208
22064,22646,0.2149
22064,37495,0.2038
22064,22066,0.1976
22064,21700,0.1968
22064,22057,0.196
22064,47559B,0.1942
22064,22061,0.1799
22245,22244,0.554
22245,22242,0.3227
22245,22243,0.2867
22245,22230,0.2363
22245,22212,0.2262
22245,22231,0.2183
22245,22219,0.1644
22245,22229,0.1564
22245,22251,0.154
22245,22233,0.1533
22245,21383,0.1466
22245,22505,0.1435
22245,81952V,0.1399
22245,22326,0.1386
22245,22232,0.138
22245,21212,0.137
22245,85119,0.1361
22245,84406B,0.1336
22245,84971S,0.1328
22245,22343,0.1327
22179,22468,0.4084
22179,79320,0.2033
22179,85042,0.1819
22179,79302M,0.1708
22179,21731,0.1554
22179,22466,0.1527
22179,79323W,0.1457
22179,22326,0.1385
22179,21432,0.1364
22179,21212,0.1318
22179,22147,0.1305
22179,22382,0.1303
22179,21499,0.1275
22179,22244,0.1256
22179,85180B,0.1234
22179,21477,0.1227
22179,84050,0.1226
22179,22432,0.1226
22179,22192,0.1221
22179,22431,0.1221
21463,21464,0.6077
21463,90131,0.1622
21463,20668,0.149
21463,84805A,0.1325
21463,45016,0.1217
21463,22468,0.1171
21463,21371,0.1147
21463,90036D,0.1147
21463,90059E,0.1147
21463,84509E,0.1147
21463,21400,0.1147
21463,44217M,0.1147
21463,22030,0.1137
21463,22045,0.1102
21463,21374,0.1088
21463,22107,0.1064
21463,22029,0.1057
21463,22467,0.1041
21463,40016,0.1039
21463,84692,0.103
21479,84029E,0.2528
21479,22114,0.2264
21479,84029G,0.213
21479,22125,0.2099
21479,22112,0.203
21479,84032A,0.2024
21479,20727,0.2018
21479,21481,0.1947
21479,84032B,0.1946
21479,22111,0.1918
21479,20725,0.1907
21479,21488,0.1853
21479,84029C,0.1727
21479,21485,0.1661
21479,22113,0.165
21479,84031A,0.165
21479,21930,0.1619
21479,20978,0.1617
21479,85123A,0.1598
21479,21484,0.1515
21745,21755,0.2072
21745,85123A,0.1965
21745,22459,0.1807
21745,22458,0.1768
21745,21754,0.1755
21745,84836,0.1711
21745,85066,0.1653
21745,82484,0.1635
21745,22470,0.1614
21745,85152,0.1611
21745,22488,0.1498
21745,21034,0.1485
21745,21756,0.1482
21745,22173,0.1443
21745,82494L,0.1353
21745,21159,0.1332
21745,21411,0.1325
21745,21901,0.1324
21745,22171,0.1313
21745,84839,0.1312
21181,21175,0.5341
21181,85152,0.5035
21181,85150,0.4807
21181,82600,0.4677
21181,21166,0.4666
21181,22413,0.4442
21181,21907,0.379
21181,21903,0.3709
21181,21174,0.3605
21181,21908,0.3525
21181,21870,0.3483
21181,21169,0.3434
21181,21165,0.3143
21181,82599,0.3079
21181,85123A,0.3075
21181,22412,0.3071
21181,21904,0.2963
21181,21164,0.2735
21181,82583,0.2682
21181,22117,0.266
22461,21064,0.1594
22461,90214Z,0.1562
22461,84596J,0.1515
22461,85163B,0.1482
22461,47559B,0.1375
22461,35637A,0.1353
22461,47597,0.1275
22461,22719,0.1249
22461,85163A,0.121
22461,85168B,0.1181
22461,21523,0.1154
22461,22649,0.111
22461,84707B,0.1104
22461,21369,0.1104
22461,20820,0.1104
22461,37488A,0.1104
22461,84711B,0.1104
22461,90016A,0.1104
22461,47556B,0.1098
22461,22413,0.1096
82001S,22041,0.3133
82001S,21137,0.303
82001S,85163A,0.1594
82001S,21310,0.1543
82001S,84966A,0.1543
82001S,21420,0.138
82001S,85164B,0.1287
82001S,72779,0.1284
82001S,20666,0.1284
82001S,85167B,0.126
82001S,84796B,0.1166
82001S,85168B,0.1166
82001S,21758,0.1157
82001S,20845,0.1091
82001S,82011A,0.1091
82001S,85179C,0.1091
82001S,84966B,0.1091
82001S,21476,0.1043
82001S,20663,0.1029
82001S,85167A,0.1029
82599,82600,0.4225
82599,82597,0.4135
82599,85152,0.3921
82599,82583,0.373
82599,85150,0.3562
82599,22413,0.3499
82599,82605,0.3388
82599,21175,0.3293
82599,21181,0.3079
82599,21908,0.3039
82599,21907,0.2995
82599,21169,0.2865
82599,21165,0.2856
82599,21166,0.2828
82599,21903,0.2741
82599,21174,0.272
82599,82580,0.2705
82599,21905,0.2688
82599,82567,0.2688
82599,82552,0.2607
84306,22612,0.1992
84306,71279,0.1826
84306,72045D,0.1826
84306,84926F,0.1826
84306,21734,0.169
84306,72728,0.1581
84306,84712B,0.1581
84306,21333,0.1508
84306,84782B,0.1414
84306,84614A,0.1414
84306,84819,0.1414
84306,84858A,0.1414
84306,84984D,0.1414
84306,22223,0.1342
84306,21419,0.1291
84306,84358,0.1291
84306,85008,0.1257
84306,84631,0.1195
84306,21185,0.1174
84306,84405A,0.1174
21916,21918,0.1927
21916,21917,0.1722
21916,21181,0.153
21916,22185,0.15
21916,21770,0.1459
21916,21791,0.1445
21916,22197,0.1429
21916,90192,0.1429
21916,22457,0.1394
21916,21590,0.1384
21916,84991,0.1381
21916,22083,0.1379
21916,22412,0.1376
21916,85123A,0.1366
21916,22488,0.1345
21916,21790,0.1338
21916,22023,0.1326
21916,22531,0.1326
21916,79323W,0.1296
21916,22315,0.1283
84762B,84762A,0.3381
84762B,84762C,0.276
84762B,35909A,0.1826
84762B,84599,0.1826
84762B,84872A,0.1826
84762B,84915,0.1491
84762B,84873A,0.1491
84762B,84706F,0.1491
84762B,21474,0.1405
84762B,47503E,0.1291
84762B,84797A,0.1291
84762B,15058C,0.1291
84762B,20958,0.1291
84762B,84795D,0.1257
84762B,22522,0.1248
84762B,22523,0.1242
84762B,21473,0.121
84762B,22119,0.1194
84762B,22520,0.1179
84762B,22177,0.1169
22611,22612,0.2504
22611,21622,0.2495
22611,21626,0.2071
22611,21624,0.2052
22611,21623,0.1939
22611,21621,0.1931
22611,22358,0.1763
22611,21625,0.1762
22611,48138,0.1626
22611,22476,0.1619
22611,22499,0.1567
22611,90128A,0.1562
22611,90128B,0.1562
22611,22627,0.1429
22611,21755,0.1408
22611,21875,0.1372
22611,22624,0.1349
22611,21641,0.1332
22611,22084,0.1292
22611,22357,0.1263
22047,22023,0.2888
22047,22048,0.2477
22047,22052,0.2145
22047,16156S,0.214
22047,22045,0.1687
22047,16161U,0.1683
22047,16156N,0.1677
22047,22050,0.1664
22047,21497,0.1616
22047,22026,0.158
22047,21506,0.1575
22047,21498,0.156
22047,22030,0.1534
22047,21520,0.1533
22047,22358,0.1529
22047,22033,0.1505
22047,22357,0.1461
22047,22036,0.1437
22047,21622,0.1422
22047,48138,0.1411
21623,21622,0.3185
21623,21624,0.23
21623,21621,0.226
21623,22612,0.2107
21623,22507,0.1992
21623,48138,0.1947
21623,22611,0.1939
21623,22499,0.1921
21623,85123A,0.1784
21623,21754,0.1776
21623,22084,0.1727
21623,84879,0.1718
21623,46000M,0.169
21623,21755,0.1681
21623,22505,0.1608
21623,22469,0.1602
21623,22470,0.1597
21623,22423,0.1508
21623,21875,0.1484
21623,21626,0.1463
22296,22297,0.4401
22296,22295,0.3748
22296,85123A,0.2736
22296,22294,0.2725
22296,22470,0.2657
22296,84836,0.2573
22296,22469,0.2464
22296,35961,0.2463
22296,21385,0.2351
22296,22189,0.2243
22296,21390,0.2233
22296,82494L,0.2116
22296,82482,0.2099
22296,21755,0.2041
22296,22464,0.203
22296,84879,0.1991
22296,22219,0.1958
22296,21754,0.185
22296,21114,0.1758
22296,22158,0.1756
85124C,85124A,0.7277
85124C,85124B,0.7139
85124C,20830,0.2057
85124C,81952V,0.1925
85124C,84963B,0.1925
85124C,20831,0.1601
85124C,47471,0.1601
85124C,84963A,0.1571
85124C,81953B,0.1361
85124C,47341B,0.1361
85124C,20861,0.1361
85124C,35638B,0.1361
85124C,20820,0.1361
85124C,37488A,0.1361
85124C,84550,0.1361
85124C,84967B,0.1361
85124C,84967A,0.1361
85124C,84944,0.1301
85124C,84522,0.1283
85124C,21338,0.1283
48173C,20685,0.3158
48173C,48184,0.313
48173C,48194,0.2847
48173C,48188,0.281
48173C,21523,0.27
48173C,48116,0.2621
48173C,48138,0.2582
48173C,22366,0.2572
48173C,48111,0.2496
48173C,48195,0.2469
48173C,48129,0.2463
48173C,21955,0.2256
48173C,48185,0.2172
48173C,22365,0.2095
48173C,21524,0.2049
48173C,48187,0.2045
48173C,48197,0.2038
48173C,85099C,0.1978
48173C,48189,0.1616
48173C,85123A,0.1504
21067,21066,0.4539
21067,21071,0.2385
21067,21070,0.2293
21067,21040,0.191
21067,21068,0.1833
21067,21871,0.181
21067,21069,0.1773
21067,21875,0.165
21067,16169P,0.1486
21067,21877,0.1396
21067,21316,0.137
21067,20914,0.129
21067,20941,0.1253
21067,16169N,0.1241
21067,48187,0.1194
21067,22402,0.1179
21067,22399,0.117
21067,84705C,0.1162
21067,90020,0.1162
21067,90214Z,0.1162
21621,21622,0.3387
21621,22499,0.3187
21621,48138,0.2845
21621,22084,0.2809
21621,47566,0.2576
21621,85123A,0.2532
21621,21624,0.2521
21621,21626,0.2451
21621,21754,0.2405
21621,21755,0.2391
21621,21623,0.226
21621,21174,0.2189
21621,82552,0.2185
21621,22423,0.2145
21621,22469,0.214
21621,47590B,0.206
21621,22358,0.1999
21621,21911,0.1991
21621,84879,0.1984
21621,22357,0.194
22736,22738,0.4887
22736,22735,0.4618
22736,22739,0.417
22736,22737,0.3471
22736,22734,0.2319
22736,22910,0.2286
22736,22909,0.2262
22736,22952,0.1976
22736,22732,0.1896
22736,22946,0.1818
22736,22818,0.1766
22736,22816,0.1704
22736,22959,0.1628
22736,22726,0.1607
22736,22551,0.1454
22736,21491,0.1439
22736,22950,0.1403
22736,35970,0.1394
22736,22731,0.1307
22736,22904,0.1292
84050,21355,0.26
84050,84378,0.2401
84050,22195,0.2318
84050,22196,0.2231
84050,22136,0.2151
84050,21181,0.2057
84050,22131,0.2045
84050,21985,0.1994
84050,21175,0.193
84050,84992,0.1927
84050,22202,0.1909
84050,22132,0.1906
84050,21354,0.1878
84050,21232,0.1867
84050,82600,0.1861
84050,21485,0.1817
84050,20914,0.1797
84050,85150,0.1781
84050,84388,0.1778
84050,20754,0.1768
22487,85123A,0.2421
22487,22485,0.229
22487,22423,0.2069
22487,22457,0.2027
22487,22168,0.2025
22487,82494L,0.2013
22487,22499,0.1921
22487,22469,0.1893
22487,84879,0.1854
22487,22427,0.1846
22487,22430,0.1778
22487,22441,0.1759
22487,21754,0.1737
22487,21212,0.1728
22487,22488,0.1728
22487,85065,0.1723
22487,21755,0.1707
22487,22178,0.17
22487,85068,0.1694
22487,21080,0.1639
22612,22611,0.2504
22612,21623,0.2107
22612,84306,0.1992
22612,21622,0.1789
22612,21626,0.1732
22612,22357,0.1729
22612,84984D,0.169
22612,21875,0.1677
22612,21621,0.1669
22612,22358,0.1645
22612,48138,0.1616
22612,21527,0.1575
22612,22359,0.1558
22612,22423,0.1312
22612,21625,0.1292
22612,85123A,0.1284
22612,21745,0.1278
22612,22499,0.1277
22612,21310,0.126
22612,90030A,0.126
22107,22109,0.4438
22107,20966,0.1825
22107,22095,0.1758
22107,20960,0.1671
22107,79323W,0.1561
22107,90214B,0.1502
22107,82600,0.1442
22107,90059E,0.1325
22107,84732B,0.1325
22107,84596J,0.1285
22107,22108,0.1257
22107,79323P,0.1209
22107,21529,0.1192
22107,22349,0.1185
22107,84671B,0.1185
22107,22347,0.1185
22107,84050,0.1175
22107,21527,0.1159
22107,22198,0.1155
22107,22207,0.1121
22738,22736,0.4887
22738,22739,0.3948
22738,22735,0.373
22738,22737,0.3373
22738,22910,0.3288
22738,22734,0.3084
22738,22952,0.3082
22738,22909,0.3054
22738,22959,0.2785
22738,22950,0.2533
22738,22818,0.2349
22738,22733,0.2318
22738,22732,0.1981
22738,22946,0.1728
22738,22911,0.1728
22738,22731,0.1677
22738,21491,0.164
22738,22816,0.1639
22738,22949,0.16
22738,22086,0.153
48184,20685,0.4031
48184,48187,0.3928
48184,21524,0.3302
48184,48173C,0.313
48184,48194,0.3029
48184,48138,0.2841
48184,21523,0.2652
48184,48185,0.2604
48184,22366,0.2589
48184,48129,0.2518
48184,48189,0.2518
48184,21955,0.2488
48184,48195,0.2399
48184,48116,0.2345
48184,48197,0.2339
48184,48188,0.2242
48184,47566,0.2155
48184,48111,0.2035
48184,85123A,0.188
48184,22423,0.1857
84659A,84877D,0.2144
84659A,84876C,0.2144
84659A,16162L,0.1857
84659A,84549,0.1857
84659A,84875D,0.1516
84659A,84906,0.1516
84659A,16207B,0.1404
84659A,85179C,0.1313
84659A,84859B,0.1313
84659A,84632,0.1313
84659A,17012F,0.1313
84659A,46000U,0.1278
84659A,21009,0.1275
84659A,85136A,0.1246
84659A,21336,0.1238
84659A,20849,0.112
84659A,84859A,0.112
84659A,21034,0.1118
84659A,16161M,0.1093
84659A,21709,0.1093
84596K,84596B,0.4825
84596K,84596L,0.3909
84596K,84596F,0.3587
84596K,84596E,0.3492
84596K,84596J,0.2955
84596K,84596G,0.286
84596K,20671,0.2655
84596K,37342,0.1741
84596K,22068,0.1557
84596K,72798C,0.1557
84596K,37461,0.1452
84596K,20676,0.1375
84596K,20686,0.1297
84596K,22124,0.1231
84596K,84595E,0.1231
84596K,35954,0.1231
84596K,47504J,0.1231
84596K,37489D,0.1231
84596K,84595B,0.1231
84596K,90038C,0.1231
84879,21136,0.471
84879,85123A,0.3067
84879,22585,0.2921
84879,84836,0.2867
84879,21754,0.2468
84879,84946,0.2463
84879,22423,0.2396
84879,21755,0.2327
84879,21135,0.2241
84879,22294,0.2216
84879,82494L,0.2071
84879,84970S,0.2043
84879,48138,0.2017
84879,22469,0.2009
84879,22295,0.2006
84879,22470,0.1995
84879,22296,0.1991
84879,47566,0.1987
84879,21621,0.1984
84879,22219,0.1964
35004B,35004G,0.3563
35004B,35004P,0.2575
35004B,72783,0.2144
35004B,35004C,0.1813
35004B,84625C,0.168
35004B,72369A,0.1661
35004B,35004S,0.1608
35004B,37506,0.1393
35004B,84962,0.1313
35004B,22781,0.1238
35004B,21070,0.1221
35004B,84762A,0.1216
35004B,85124B,0.1216
35004B,22108,0.1174
35004B,21283,0.1083
35004B,85124C,0.1072
35004B,84665,0.1072
35004B,46776D,0.1072
35004B,35654,0.1072
35004B,46776E,0.1072
21464,21463,0.6077
