user_id,item_id
18102,84912B
18102,21896
18102,37500
18102,22617
18102,21745
18102,21252
18102,79030D
18102,84519B
18102,22662
18102,21181
18102,21795
18102,85041
18102,21735
18102,21890
18102,21545
18102,21553
18102,21523
18102,22526
18102,22241
18102,22292
18102,22365
18102,85067
18102,22367
18102,22458
18102,22366
18102,85014C
18102,84997B
18102,20849
18102,22175
18102,22165
18102,21156
18102,20711
18102,85152
18102,22304
18102,22459
18102,21000
18102,21309
18102,21456
18102,84031B
18102,22569
18102,85014A
18102,22606
18102,48129
18102,84925D
18102,84792
18102,22221
18102,22302
18102,37503
18102,22271
18102,22385
18102,22607
18102,22473
18102,85175
18102,21910
18102,21550
18102,48184
18102,22472
18102,21068
18102,22414
18102,21931
18102,48187
18102,22660
18102,21338
18102,85014D
18102,47590A
18102,21905
18102,48175
18102,22516
18102,20933
18102,37483
18102,21928
18102,22061
18102,22430
18102,84519A
18102,22290
18102,85123A
18102,79303B
18102,22288
18102,22056
18102,21524
18102,22291
18102,20679
18102,47591D
18102,48173C
18102,20967
18102,79315W
18102,84839
18102,21911
18102,21718
18102,15059A
18102,84674
18102,84676
18102,21069
18102,21175
18102,22475
18102,82484
18102,21769
18102,22384
18102,21955
18102,22171
18102,21251
18102,20799
18102,21100
18102,22139
18102,22060
18102,21715
18102,22513
18102,20972
18102,22468
18102,84032A
18102,22443
18102,21551
18102,22514
18102,22305
18102,84675
18102,22380
18102,20685
18102,22664
18102,37447
18102,84997D
18102,21728
18102,22089
18102,21458
18102,22381
18102,21868
18102,21067
18102,22442
18102,21249
18102,84912A
18102,85132C
18102,15056N
18102,21444
18102,84838
18102,22287
18102,22189
18102,21929
18102,85119
18102,22467
18102,22636
18102,85132A
18102,79164
18102,85068
18102,21895
18102,22382
18102,21164
18102,22147
18102,22088
18102,22267
18102,21528
18102,21426
18102,21457
18102,20725
18102,21843
18102,21424
18102,21250
18102,48194
18102,21033
18102,85014B
18102,22274
18102,22188
18102,22512
18102,84997C
18102,21549
18102,21427
18102,22505
18102,21165
18102,84997A
18102,20727
18102,21443
18102,85183B
18102,22515
18102,21408
18102,85064
18102,21340
18102,21908
18102,21930
18102,48111
18102,21329
18102,37479B
18102,22433
18102,22150
18102,22769
18102,22282
18102,21871
18102,22690
18102,22692
18102,22173
18102,22115
18102,22289
18102,48185
18102,22432
18102,47591B
18102,22413
18102,21071
18102,21903
18102,48197
18102,21893
18102,21324
18102,84925E
18102,22457
18102,21716
18102,21166
18102,84884A
18102,22765
18102,21308
12682,21577
12682,85216
12682,72741
12682,21888
12682,22466
12682,15056P
12682,22138
12682,21243
12682,84988
12682,22090
12682,22907
12682,21578
12682,21130
12682,21210
12682,10002
12682,20728
12682,22450
12682,22622
12682,21559
12682,22495
12682,22417
12682,21452
12682,15056BL
12682,22759
12682,20749
12682,21428
12682,22615
12682,22045
12682,21491
12682,22389
12682,21035
12682,22386
12682,21080
12682,22630
12682,22083
12682,22374
12682,35095B
12682,21054
12682,84985A
12682,21975
12682,22322
12682,22383
12682,21355
12682,21086
12682,79030A
12682,22262
12682,22133
12682,22986
12682,22752
12682,84279B
12682,22197
12682,22549
12682,85227
12682,22253
12682,22130
12682,21746
12682,21040
12682,85217
12682,20677
12682,21238
12682,22551
12682,22448
12682,21493
12682,22326
12682,21215
12682,20711
12682,22629
12682,84050
12682,21153
12682,85014A
12682,84692
12682,22398
12682,20726
12682,22087
12682,20718
12682,22385
12682,21244
12682,84691
12682,22254
12682,22748
12682,21239
12682,22704
12682,22027
12682,22894
12682,85232B
12682,21431
12682,84991
12682,22321
12682,47566
12682,21242
12682,22719
12682,21558
12682,21977
12682,22555
12682,21055
12682,21039
12682,22320
12682,20679
12682,22634
12682,84676
12682,84520B
12682,22384
12682,22139
12682,22080
12682,21704
12682,20712
12682,22556
12682,22333
12682,22064
12682,21980
12682,84989A
12682,22243
12682,84992
12682,20750
12682,16161P
12682,22317
12682,16219
12682,16169N
12682,35095A
12682,21519
12682,22451
12682,22399
12682,15056N
12682,22567
12682,22215
12682,21976
12682,22467
12682,22636
12682,21974
12682,22746
12682,22635
12682,21912
12682,22423
12682,22382
12682,21891
12682,21981
12682,37495
12682,20725
12682,22088
12682,22631
12682,21843
12682,22554
12682,22558
12682,21500
12682,22065
12682,22135
12682,85014B
12682,84997C
12682,22328
12682,22352
12682,22029
12682,21915
12682,22745
12682,21791
12682,21913
12682,21498
12682,22353
12682,85099B
12682,21700
12682,21056
12682,20676
12682,22492
12682,22659
12682,21212
12682,21121
12682,84987
12682,22432
12682,21240
12682,22242
12682,21731
12682,22046
12682,21936
12682,21429
18087,21232
18087,22207
18087,22423
18087,21895
18087,22528
18087,21523
18087,22143
18087,22149
18087,21888
18087,22138
18087,48194
18087,22349
18087,22350
18087,22274
18087,84050
18087,48138
18087,20749
18087,22064
18087,22245
18087,84029E
18087,22086
18087,48111
18087,22600
18087,22488
18087,22150
18087,21051
18087,20750
18087,22132
18087,22581
18087,48185
18087,21485
18087,22111
18087,22603
18087,72351B
18087,21864
18087,22321
18087,21733
18087,85123A
18087,22602
13635,22959
13635,22717
13635,21916
13635,22149
13635,21888
13635,21589
13635,22138
13635,22622
13635,22174
13635,22906
13635,22024
13635,22548
13635,84899E
13635,21479
13635,21833
13635,22759
13635,22985
13635,21428
13635,21430
13635,22817
13635,22272
13635,84819
13635,22734
13635,22750
13635,22617
13635,22026
13635,22950
13635,21587
13635,22170
13635,22551
13635,21146
13635,21586
13635,21582
13635,22569
13635,22751
13635,22620
13635,84879
13635,22271
13635,22031
13635,22550
13635,21507
13635,22749
13635,22952
13635,21590
13635,22667
13635,22718
13635,85178
13635,22296
13635,84251J
13635,22111
13635,21591
13635,22983
13635,22737
13635,85123A
13635,21917
13635,22555
13635,22276
13635,22819
13635,84946
13635,20967
13635,22113
13635,22940
13635,21955
13635,22139
13635,21592
13635,21790
13635,22091
13635,21143
13635,22652
13635,22025
13635,84378
13635,22169
13635,22744
13635,22814
13635,22147
13635,22557
13635,22639
13635,21593
13635,22029
13635,21740
13635,21791
13635,22818
13635,22665
13635,22715
13635,16161U
13635,21918
13635,22457
13635,21588
13635,22046
14110,21904
14110,21094
14110,21174
14110,48116
14110,15056P
14110,20754
14110,82483
14110,20723
14110,22090
14110,21972
14110,20728
14110,48138
14110,48188
14110,72529W
14110,82486
14110,15056BL
14110,85150
14110,21137
14110,84880
14110,21035
14110,21801
14110,84865
14110,21080
14110,22122
14110,82482
14110,21807
14110,22661
14110,21829
14110,84509G
14110,21181
14110,21975
14110,21086
14110,22383
14110,21587
14110,21523
14110,22355
14110,21213
14110,20711
14110,85152
14110,82600
14110,84050
14110,84879
14110,22385
14110,21803
14110,22689
14110,22553
14110,82582
14110,37450
14110,21041
14110,21931
14110,21504
14110,20724
14110,85054
14110,21905
14110,85042
14110,22061
14110,85123A
14110,47566
14110,21169
14110,21733
14110,22332
14110,82580
14110,82581
14110,37449
14110,85059
14110,47591D
14110,48173C
14110,21495
14110,22041
14110,47599A
14110,21175
14110,82578
14110,21100
14110,22117
14110,22139
14110,21116
14110,47566B
14110,22468
14110,84032A
14110,85184C
14110,21907
14110,22411
14110,22333
14110,20685
14110,22412
14110,84029E
14110,21154
14110,22049
14110,22688
14110,82494L
14110,21519
14110,15056N
14110,37446
14110,22467
14110,79320
14110,21497
14110,22382
14110,82599
14110,85099C
14110,20725
14110,82001S
14110,22179
14110,21231
14110,82583
14110,48194
14110,21033
14110,22687
14110,22186
14110,21165
14110,20727
14110,21805
14110,85184D
14110,21908
14110,21930
14110,48111
14110,22356
14110,47599B
14110,20753
14110,16161U
14110,82552
14110,22413
14110,21903
14110,48197
14110,21561
14110,21166
14110,84212
17519,20950
17519,21094
17519,21092
17519,21099
17519,72741
17519,21299
17519,22138
17519,21713
17519,21058
17519,84988
17519,22907
17519,22090
17519,22909
17519,21210
17519,22498
17519,22487
17519,22417
17519,22379
17519,85033G
17519,21035
17519,21080
17519,22734
17519,22083
17519,22128
17519,22026
17519,22807
17519,21731
17519,84968A
17519,40018E
17519,21086
17519,21085
17519,22950
17519,22180
17519,22949
17519,22253
17519,22130
17519,22241
17519,21124
17519,21437
17519,22738
17519,22509
17519,22669
17519,22503
17519,21091
17519,21153
17519,22163
17519,35916B
17519,35951
17519,22952
17519,84991
17519,47590A
17519,85042
17519,15058A
17519,22321
17519,40018F
17519,47566
17519,21977
17519,22668
17519,22908
17519,47599A
17519,84520B
17519,21769
17519,21473
17519,22219
17519,22468
17519,21077
17519,22333
17519,35916C
17519,22089
17519,84992
17519,21122
17519,21474
17519,16219
17519,21506
17519,22613
17519,21929
17519,79320
17519,21974
17519,22635
17519,85068
17519,22088
17519,22910
17519,21206
17519,22951
17519,47590B
17519,84405A
17519,21212
17519,22331
17519,21121
17519,84987
17519,22319
17519,18097C
17519,21380
17519,22457
17519,22416
17519,22806
17519,22654
17519,22087
17519,22372
13758,22740
13758,22528
13758,72801F
13758,22283
13758,20914
13758,21589
13758,20754
13758,22285
13758,22559
13758,22090
13758,16258B
13758,21717
13758,20728
13758,22585
13758,21518
13758,20713
13758,21201
13758,21217
13758,21830
13758,22249
13758,21987
13758,71459
13758,21672
13758,22386
13758,22734
13758,22083
13758,22128
13758,85066
13758,22084
13758,21123
13758,84970S
13758,21485
13758,22127
13758,21466
13758,21735
13758,21890
13758,22329
13758,22241
13758,22945
13758,72801G
13758,21156
13758,79323W
13758,20726
13758,21520
13758,22385
13758,22550
13758,22178
13758,22125
13758,22952
13758,21931
13758,21590
13758,22835
13758,21439
13758,20724
13758,22111
13758,22195
13758,21928
13758,21563
13758,85123A
13758,22332
13758,21733
13758,21524
13758,20679
13758,47591D
13758,84946
13758,48173C
13758,84839
13758,22862
13758,85049A
13758,21881
13758,22203
13758,22112
13758,21592
13758,22938
13758,22411
13758,84978
13758,21143
13758,22333
13758,84029E
13758,84992
13758,21122
13758,40003
13758,21472
13758,21880
13758,22114
13758,22189
13758,21929
13758,21976
13758,21912
13758,22837
13758,22382
13758,85099C
13758,20725
13758,21843
13758,22224
13758,22560
13758,48194
13758,85014B
13758,22294
13758,21988
13758,22910
13758,72801E
13758,22199
13758,21090
13758,85099B
13758,47590B
13758,21777
13758,22086
13758,22356
13758,21212
13758,21671
13758,21121
13758,22282
13758,85049E
13758,21380
13758,21894
15413,85035B
15413,20825
15413,79341
15413,84997B
15413,84997A
15413,84050
15413,21559
15413,82076
15413,85226C
15413,20823
15413,72807B
15413,85226A
15413,79323S
15413,72807C
15413,20827
15413,47502
15413,82482
15413,84968E
15413,20826
15413,21561
16321,22090
16321,21895
16321,21871
16321,22585
16321,85206A
16321,21896
16321,84946
16321,84970S
16321,22087
16321,22083
16167,22837
16167,22423
16167,21891
16167,22320
16167,22908
16167,22179
16167,16156S
16167,22466
16167,22232
16167,79323P
16167,22138
16167,22634
16167,85049A
16167,22909
16167,22274
16167,22865
16167,22898
16167,21213
16167,22505
16167,20727
16167,22139
16167,84598
16167,84568
16167,22893
16167,79323W
16167,22468
16167,22417
16167,22246
16167,22951
16167,20713
16167,22941
16167,79323S
16167,22946
16167,21212
16167,22273
16167,79323GR
16167,22952
16167,22619
16167,22704
16167,21080
16167,22894
16167,22734
16167,84991
16167,22499
16167,22617
16167,22623
16167,21976
16167,21795
16167,21731
16167,21977
16167,22635
17865,22449
17865,22071
17865,21669
17865,21682
17865,84663A
17865,85216
17865,20998
17865,21916
17865,22059
17865,22407
17865,72741
17865,21625
17865,22057
17865,22471
17865,82483
17865,20617
17865,22194
17865,20615
17865,22498
17865,22058
17865,22358
17865,21673
17865,22450
17865,84279P
17865,20961
17865,22107
17865,21621
17865,22439
17865,21279
17865,21875
17865,21479
17865,20748
17865,37502
17865,82486
17865,22371
17865,15056BL
17865,21042
17865,21162
17865,85150
17865,85036B
17865,21216
17865,21166
17865,84029G
17865,72802A
17865,21035
17865,21672
17865,21527
17865,82482
17865,22405
17865,21739
17865,22372
17865,22374
17865,84031A
17865,37500
17865,84638
17865,22042
17865,21034
17865,22054
17865,21485
17865,21181
17865,21975
17865,22646
17865,22044
17865,22180
17865,22197
17865,21658
17865,22070
17865,15036
17865,84927D
17865,22945
17865,21535
17865,22509
17865,84971S
17865,22440
17865,21396
17865,85035C
17865,85152
17865,82600
17865,22675
17865,21844
17865,84031B
17865,82597
17865,85124B
17865,21486
17865,21158
17865,22375
17865,22302
17865,22067
17865,22063
17865,37503
17865,21135
17865,20963
17865,20619
17865,82582
17865,21910
17865,22472
17865,22109
17865,22125
17865,37450
17865,21738
17865,21590
17865,22674
17865,22667
17865,20751
17865,21670
17865,21611
17865,84991
17865,21173
17865,84821
17865,20661
17865,22072
17865,21905
17865,22111
17865,22195
17865,21248
17865,20671
17865,20747
17865,84406B
17865,22944
17865,22061
17865,85060
17865,21864
17865,22068
17865,21242
17865,21169
17865,22698
17865,21977
17865,21892
17865,84824
17865,82580
17865,82581
17865,37449
17865,22857
17865,21172
17865,20679
17865,22672
17865,20672
17865,22948
17865,21102
17865,47597
17865,21159
17865,21280
17865,21911
17865,22699
17865,84676
17865,21614
17865,21175
17865,82578
17865,21163
17865,21706
17865,84247C
17865,82484
17865,21770
17865,72756
17865,16169D
17865,20665
17865,22112
17865,21592
17865,22060
17865,21790
17865,21907
17865,85071A
17865,21668
17865,85124A
17865,22612
17865,22412
17865,84029E
17865,21154
17865,37447
17865,22939
17865,84782C
17865,21360
17865,21539
17865,72803B
17865,84992
17865,20750
17865,22645
17865,22409
17865,22318
17865,21361
17865,22697
17865,82494L
17865,16169N
17865,22451
17865,15056N
17865,22114
17865,37446
17865,21976
17865,21688
17865,22055
17865,21530
17865,21232
17865,21898
17865,22423
17865,22348
17865,21891
17865,21164
17865,22557
17865,82599
17865,37495
17865,37492B
17865,47471
17865,21843
17865,21231
17865,22644
17865,22560
17865,22558
17865,21171
17865,22192
17865,85014B
17865,21161
17865,22611
17865,85039A
17865,21165
17865,37448
17865,21160
17865,85036C
17865,21593
17865,21531
17865,85035A
17865,21740
17865,21708
17865,22222
17865,85071B
17865,21488
17865,21908
17865,85124C
17865,37475
17865,21212
17865,21671
17865,21398
17865,84818
17865,21397
17865,22198
17865,22073
17865,22303
17865,37492D
17865,21278
17865,21918
17865,82552
17865,22499
17865,22376
17865,22115
17865,21865
17865,22432
17865,84637
17865,22649
17865,22413
17865,21533
17865,21281
17865,21903
17865,22623
17865,21561
17865,20621
17865,84782A
17865,21199
17865,21709
17865,21218
17865,47567B
17865,22131
17592,90185B
17592,90200B
17592,90200C
17592,90200A
17592,90200D
17592,90003C
17592,90003D
17592,90209C
17592,90200E
17592,90209A
17592,90003B
17592,90185C
17592,90082D
13767,21155
13767,15044A
13767,47568
13767,15056P
13767,20754
13767,22487
13767,21982
13767,22585
13767,22727
13767,48138
13767,15056BL
13767,21291
13767,15044B
13767,21201
13767,22615
13767,84971L
13767,22084
13767,21485
13767,21446
13767,21523
13767,22366
13767,79323W
13767,85014A
13767,84879
13767,21445
13767,21135
13767,48184
13767,22125
13767,21986
13767,15044D
13767,20751
13767,84991
13767,21710
13767,85014D
13767,22111
13767,85042
13767,84947
13767,20747
13767,21481
13767,85123A
13767,47566
13767,40018F
13767,21733
13767,22698
13767,21977
13767,72760B
13767,20679
13767,22699
13767,84946
13767,21718
13767,21010
13767,21706
13767,72756
13767,22729
13767,21715
13767,22730
13767,85184C
13767,84029E
13767,21980
13767,22867
13767,21314
13767,84992
13767,22697
13767,15044C
13767,15056N
13767,21707
13767,22114
13767,22866
13767,21974
13767,22616
13767,20752
13767,22423
13767,21981
13767,79323P
13767,21313
13767,85014B
13767,22726
13767,22188
13767,21190
13767,21708
13767,21206
13767,21484
13767,22896
13767,20829
13767,21136
13767,21212
13767,20753
13767,22499
13767,48185
13767,21195
13767,21878
13767,21711
13767,21716
13767,21009
13767,22087
17238,22449
17238,21063
17238,22264
17238,90138
17238,16235
17238,84032B
17238,21647
17238,22138
17238,22605
17238,21058
17238,90175A
17238,22559
17238,20723
17238,22090
17238,21243
17238,22517
17238,84828
17238,22324
17238,20970
17238,22450
17238,20728
17238,22435
17238,21559
17238,22520
17238,20730
17238,84581
17238,20971
17238,22417
17238,85097B
17238,21452
17238,22647
17238,21330
17238,22378
17238,22379
17238,22415
17238,22519
17238,21839
17238,21491
17238,84228
17238,21323
17238,21508
17238,22386
17238,22568
17238,22301
17238,22220
17238,90062
17238,22518
17238,22523
17238,22405
17238,22374
17238,22082
17238,90195B
17238,84031A
17238,22617
17238,22626
17238,21016
17238,21034
17238,85231B
17238,21485
17238,22383
17238,21792
17238,85206A
17238,22714
17238,21124
17238,21341
17238,20677
17238,21937
17238,21238
17238,22551
17238,22367
17238,84997B
17238,20682
17238,21493
17238,22326
17238,21015
17238,84859C
17238,21213
17238,20711
17238,22175
17238,22707
17238,90121B
17238,84031B
17238,22021
17238,22606
17238,22569
17238,22431
17238,84692
17238,20726
17238,90123D
17238,21204
17238,22561
17238,22271
17238,22385
17238,22607
17238,22650
17238,21244
17238,84789
17238,90037B
17238,84465
17238,84741C
17238,22125
17238,22553
17238,21931
17238,22711
17238,21014
17238,21239
17238,20719
17238,20751
17238,11001
17238,20674
17238,20870
17238,21339
17238,22618
17238,21933
17238,85099F
17238,21245
17238,22516
17238,84559A
17238,15058A
17238,20747
17238,21928
17238,85060
17238,21733
17238,85123A
17238,21242
17238,20684
17238,21558
17238,22555
17238,21327
17238,22522
17238,22502
17238,22525
17238,84226
17238,21432
17238,20967
17238,21718
17238,22634
17238,20686
17238,22384
17238,90122A
17238,21100
17238,22139
17238,21790
17238,20972
17238,21018
17238,84032A
17238,20712
17238,47343A
17238,22411
17238,22514
17238,21241
17238,22079
17238,22556
17238,21490
17238,22380
17238,84675
17238,22570
17238,20675
17238,85224
17238,84997D
17238,84582
17238,22300
17238,22381
17238,22663
17238,22565
17238,21122
17238,22645
17238,72815
17238,22269
17238,22489
17238,22451
17238,85049C
17238,21929
17238,22236
17238,90137
17238,22467
17238,22636
17238,84558A
17238,22635
17238,21232
17238,22176
17238,22382
17238,21891
17238,85206B
17238,22327
17238,21482
17238,85099C
17238,20725
17238,22631
17238,85142
17238,21231
17238,84748
17238,20681
17238,22560
17238,22554
17238,21500
17238,22558
17238,22644
17238,21033
17238,22524
17238,85231G
17238,22274
17238,84997C
17238,22328
17238,22505
17238,84997A
17238,90159
17238,22352
17238,21841
17238,20727
17238,84327A
17238,22515
17238,22501
17238,90178A
17238,22222
17238,72802B
17238,22521
17238,72122
17238,15034
17238,21484
17238,22353
17238,85099B
17238,20676
17238,21930
17238,47590B
17238,22086
17238,21329
17238,22356
17238,22433
17238,22331
17238,84559B
17238,22303
17238,84578
17238,22376
17238,22432
17238,84231
17238,84375
17238,22623
17238,21561
17238,21324
17238,21282
17238,20863
17238,21240
17238,84859A
17238,84218
17238,21936
15712,22423
15712,20960
15712,22382
15712,20725
15712,22662
15712,20967
15712,22138
15712,48194
15712,22192
15712,21667
15712,71053
15712,84997B
15712,22090
15712,84997C
15712,22188
15712,22384
15712,22470
15712,22703
15712,84997A
15712,20727
15712,21622
15712,22139
15712,22469
15712,47566B
15712,21621
15712,22112
15712,48138
15712,22624
15712,21479
15712,21340
15712,22500
15712,85099B
15712,21908
15712,22380
15712,20685
15712,21906
15712,22086
15712,21411
15712,21730
15712,22178
15712,22694
15712,84997D
15712,48184
15712,22275
15712,20966
15712,22701
15712,22381
15712,22386
15712,21868
15712,22191
15712,22296
15712,22318
15712,21472
15712,48185
15712,82494L
15712,21624
15712,22189
15712,22114
15712,21929
15712,85062
15712,84970S
15712,85123A
15712,84884A
15712,20970
15311,21669
15311,35811A
15311,21092
15311,21719
15311,22149
15311,21299
15311,21899
15311,20754
15311,21555
15311,21268
15311,85032C
15311,21210
15311,21479
15311,20764
15311,35915B
15311,84509C
15311,18098C
15311,21411
15311,84499
15311,84971L
15311,21318
15311,84029G
15311,21389
15311,35981C
15311,84670
15311,47505
15311,82551
15311,72799B
15311,17129C
15311,16239
15311,84464
15311,22262
15311,72598
15311,21792
15311,21446
15311,85206A
15311,21437
15311,85093
15311,21884
15311,85103
15311,40046A
15311,22478
15311,22355
15311,21396
15311,21215
15311,21468
15311,21127
15311,21844
15311,84031B
15311,82597
15311,22620
15311,47421
15311,37333
15311,20996
15311,84849B
15311,22473
15311,84510F
15311,22109
15311,20898
15311,84991
15311,85014D
15311,20724
15311,21173
15311,22571
15311,16201A
15311,21928
15311,21864
15311,85123A
15311,21169
15311,84673A
15311,21321
15311,35954
15311,79072
15311,22291
15311,82580
15311,37449
15311,21432
15311,21076
15311,21175
15311,82484
15311,21955
15311,22775
15311,22219
15311,20665
15311,79026B
15311,21889
15311,22080
15311,85090
15311,82613B
15311,21337
15311,22411
15311,21241
15311,85087
15311,20685
15311,20675
15311,20897
15311,85232A
15311,20750
15311,79321
15311,40003
15311,21879
15311,40002
15311,15056N
15311,22494
15311,85086A
15311,84856L
15311,21929
15311,84454
15311,85206B
15311,21482
15311,20765
15311,84509A
15311,79323P
15311,79341
15311,22251
15311,85187
15311,21319
15311,20727
15311,72800D
15311,21988
15311,21791
15311,21867
15311,35810A
15311,72800C
15311,22086
15311,21671
15311,79029
15311,21185
15311,46118
15311,84012
15311,21380
15311,84596B
15311,20892
15311,84925E
15311,84081
15311,85166B
15311,22177
15311,17001
15311,21258
15311,84828
15311,84795B
15311,22470
15311,17129F
15311,20990
15311,22474
15311,48138
15311,22378
15311,21042
15311,82486
15311,20713
15311,85104
15311,85150
15311,71459
15311,21672
15311,21080
15311,22774
15311,85121C
15311,82482
15311,35004S
15311,21989
15311,85196
15311,84912B
15311,84970S
15311,21883
15311,21485
15311,79338
15311,40018E
15311,18007
15311,22170
15311,84750B
15311,84971S
15311,85112
15311,21156
15311,20711
15311,21665
15311,82600
15311,21309
15311,79302M
15311,21948
15311,84989B
15311,21445
15311,84692
15311,84792
15311,37503
15311,21244
15311,82582
15311,84789
15311,21068
15311,21947
15311,22261
15311,21931
15311,20751
15311,21967
15311,21439
15311,79323LP
15311,22111
15311,84559A
15311,45013
15311,79067
15311,85185B
15311,84849D
15311,47591C
15311,84600
15311,84078A
15311,21007
15311,20974
15311,20679
15311,21828
15311,22297
15311,22525
15311,21934
15311,84946
15311,21159
15311,79323G
15311,37485
15311,84926C
15311,22384
15311,84563B
15311,21251
15311,21622
15311,84949
15311,72780
15311,20894
15311,21077
15311,40001
15311,85065
15311,37447
15311,85185F
15311,22663
15311,85118
15311,85163B
15311,51020B
15311,85197
15311,37446
15311,21755
15311,85068
15311,85047
15311,72799D
15311,85099C
15311,21725
15311,20725
15311,84596F
15311,82583
15311,21313
15311,85019C
15311,21846
15311,84997A
15311,37448
15311,21115
15311,85035A
15311,72800B
15311,84469
15311,22521
15311,84826
15311,85031C
15311,22772
15311,22353
15311,37508
15311,85063
15311,37506
15311,21865
15311,22432
15311,72783
15311,47570
15311,22161
15311,84375
15311,48197
15311,21876
15311,22773
15311,82607E
15311,21731
15311,21218
15311,22087
15311,21936
15311,85035B
15311,35924
15311,84032B
15311,21888
15311,71270
15311,22466
15311,15056P
15311,22138
15311,21625
15311,21872
15311,16256C
15311,84625A
15311,21386
15311,21130
15311,35004B
15311,22487
15311,22358
15311,21179
15311,47598
15311,48189
15311,48188
15311,84925A
15311,85226C
15311,22507
15311,72008
15311,84813
15311,21211
15311,20986
15311,21035
15311,22325
15311,35004C
15311,84865
15311,22386
15311,22568
15311,84970L
15311,22523
15311,37500
15311,21123
15311,21059
15311,21975
15311,22646
15311,22479
15311,84380
15311,21523
15311,22103
15311,22292
15311,21124
15311,79329
15311,21535
15311,85152
15311,84050
15311,21456
15311,21091
15311,21158
15311,20726
15311,75049L
15311,21078
15311,22278
15311,20857
15311,21949
15311,20763
15311,48184
15311,21470
15311,47580
15311,37450
15311,48187
15311,20719
15311,20989
15311,84924A
15311,47590A
15311,21933
15311,22315
15311,22265
15311,85042
15311,84843
15311,22061
15311,72760B
15311,21402
15311,22276
15311,22844
15311,84836
15311,85200
15311,22181
15311,21256
15311,47591D
15311,48173C
15311,20967
15311,20982
15311,84520B
15311,21010
15311,17129D
15311,20799
15311,20712
15311,22570
15311,22334
15311,84997D
15311,84854
15311,21122
15311,82494L
15311,84705A
15311,20752
15311,35809A
15311,21320
15311,20618
15311,82567
15311,21412
15311,47556B
15311,21171
15311,72781
15311,21111
15311,22771
15311,21255
15311,35833G
15311,21488
15311,21467
15311,85099B
15311,48111
15311,35637C
15311,21212
15311,82613C
15311,84987
15311,84509F
15311,21403
15311,47591B
15311,22217
15311,35923
15311,82607C
15311,20863
15311,21240
15311,85088
15311,21155
15311,85128
15311,84029C
15311,17136A
15311,21099
15311,48116
15311,47568
15311,37444A
15311,20969
15311,84988
15311,21243
15311,20723
15311,22909
15311,20733
15311,37501
15311,20970
15311,15056BL
15311,85168A
15311,47559B
15311,35833P
15311,47585A
